,strand_lead,geptop,Nc,GC,L_aa,Gravy
SL1344_RS01075,1,0.0,51.98,0.513,433,0.719861
SL1344_RS01080,0,0.5157609678896996,38.43,0.541,274,-0.057299
SL1344_RS01085,0,0.0,44.93,0.561,890,-0.244157
SL1344_RS01090,0,0.7068969613915179,38.19,0.527,264,-0.183712
SL1344_RS01095,1,0.8374041486580188,31.16,0.512,241,-0.29834
SL1344_RS01100,1,0.8700696352834093,31.37,0.527,283,-0.110954
SL1344_RS01105,1,0.9349709900397998,37.78,0.541,241,0.121162
SL1344_RS01110,1,0.9997699859806818,41.57,0.512,185,-0.489189
SL1344_RS01115,1,0.7438395798638378,45.1,0.5589999999999999,398,-0.014322
SL1344_RS01120,1,0.8716980278819945,56.26,0.513,252,-0.36746
SL1344_RS01125,1,0.8382373368372154,57.43,0.53,285,0.925965
SL1344_RS01130,1,0.3210826837753333,51.4,0.532,450,0.218889
SL1344_RS01135,1,0.6458819599130562,40.56,0.525,804,-0.49005
SL1344_RS01140,1,0.13131435231500702,40.54,0.476,161,-0.5422359999999999
SL1344_RS01145,1,0.7112628878710855,46.39,0.521,341,0.154839
SL1344_RS01150,1,0.6787283286857478,39.1,0.525,151,0.072848
SL1344_RS01155,1,0.6455558289682676,44.29,0.537,262,-0.016031
SL1344_RS01160,1,0.6784628947414398,44.97,0.5579999999999999,382,0.010209
SL1344_RS01165,1,0.09851495845828366,37.95,0.564,198,0.089394
SL1344_RS01170,1,0.9356766302662578,42.79,0.5589999999999999,1160,-0.271638
SL1344_RS01175,1,0.7109053416304285,37.6,0.55,319,-0.25768
SL1344_RS01180,1,0.0,42.5,0.557,587,-0.345145
SL1344_RS01185,1,0.0,46.41,0.52,713,-0.215007
SL1344_RS01190,1,0.0,44.48,0.527,129,-0.208527
SL1344_RS01195,1,0.8387365010155542,46.46,0.588,430,-0.216512
SL1344_RS01200,0,0.03369676874804632,46.5,0.434,86,-0.036046
SL1344_RS01205,0,0.03369676874804632,53.28,0.505,72,0.098611
SL1344_RS01210,1,0.03231422308881119,49.32,0.5579999999999999,181,-0.345304
SL1344_RS01215,1,0.0,46.09,0.552,140,-0.462857
SL1344_RS01220,1,0.0,47.36,0.557,233,-0.202575
SL1344_RS01225,0,0.9681360306359044,41.42,0.5479999999999999,572,-0.186888
SL1344_RS01230,0,0.09914187000649473,41.42,0.56,235,-0.111064
SL1344_RS01235,0,0.0,51.8,0.542,134,-0.207463
SL1344_RS01240,0,0.0,43.57,0.49,271,-0.173801
SL1344_RS01245,0,0.0,48.54,0.536,217,0.987558
SL1344_RS01250,0,0.0,45.1,0.525,343,-0.095919
SL1344_RS01255,1,0.16376919467386505,53.53,0.516,188,-0.15478699999999998
SL1344_RS01290,1,0.0,46.72,0.512,267,-0.046816
SL1344_RS01295,0,0.0,49.08,0.519,304,-0.08782899999999999
SL1344_RS01300,1,0.0,44.75,0.5589999999999999,391,1.053197
SL1344_RS01305,1,0.032230201905550065,52.78,0.539,266,-0.126316
SL1344_RS01310,1,0.03228701600082403,53.92,0.525,256,-0.123828
SL1344_RS01315,0,0.0,53.5,0.522,455,-0.455824
SL1344_RS01320,0,0.0,55.12,0.442,251,-0.221912
SL1344_RS01325,1,0.06498999941714634,51.8,0.51,240,-0.173333
SL1344_RS01330,0,0.1622992170336192,48.1,0.503,155,-0.668387
SL1344_RS01335,1,0.3705960031245124,53.92,0.513,243,-0.175309
SL1344_RS01345,0,0.0,48.15,0.613,351,-0.252137
SL1344_RS01350,0,0.0,43.11,0.601,331,-0.231722
SL1344_RS01355,0,0.03268439824508835,42.16,0.599,627,-0.231739
SL1344_RS01360,0,0.0,43.52,0.565,164,-0.269512
SL1344_RS01365,0,0.0,45.53,0.597,274,-0.289416
SL1344_RS01370,0,0.0,53.92,0.521,300,-0.667667
SL1344_RS01380,1,0.03268439824508835,45.63,0.595,879,-0.117292
SL1344_RS01385,1,0.0,36.71,0.552,180,-0.31666700000000003
SL1344_RS01390,1,0.03268439824508835,42.85,0.545,497,-0.426559
SL1344_RS01395,1,0.0,49.66,0.439,110,-0.724546
SL1344_RS01400,1,0.0,35.77,0.54,161,-0.355901
SL1344_RS01405,1,0.0,58.21,0.412,161,-0.19441
SL1344_RS01410,1,0.0,61.0,0.378,127,-0.22126
SL1344_RS01415,1,0.0,42.84,0.501,161,-0.365217
SL1344_RS01420,1,0.0,53.72,0.53,178,-0.4320229999999999
SL1344_RS01425,1,0.033167751949079345,41.83,0.583,447,-0.170917
SL1344_RS01430,1,0.0,46.48,0.594,434,-0.07212
SL1344_RS01435,1,0.0,53.79,0.419,257,-0.049027
SL1344_RS01440,1,0.0,44.52,0.343,143,-0.129371
SL1344_RS01445,1,0.0,36.76,0.622,1289,-0.099612
SL1344_RS01450,1,0.03369676874804632,46.12,0.6559999999999999,262,-0.6763359999999999
SL1344_RS01455,1,0.0,50.24,0.481,138,0.075362
SL1344_RS01460,1,0.0,49.13,0.476,173,-0.574566
SL1344_RS01465,1,0.03268439824508835,43.71,0.569,729,-0.30932800000000005
SL1344_RS01470,1,0.0,47.74,0.518,148,-0.5189189999999999
SL1344_RS01475,1,0.0,42.27,0.599,1198,-0.547412
SL1344_RS01480,1,0.0,45.08,0.272,87,-0.275862
SL1344_RS01485,1,0.0,43.75,0.528,246,-0.702846
SL1344_RS01490,1,0.0,34.27,0.3,148,-0.4229729999999999
SL1344_RS01495,1,0.0,45.81,0.32,145,-0.228966
SL1344_RS01500,0,0.0,59.68,0.535,91,-0.392308
SL1344_RS26515,1,0.0,48.82,0.45,57,-0.370176
SL1344_RS01505,1,0.03228701600082403,41.45,0.324,102,-0.183333
SL1344_RS24945,0,0.0,51.7,0.516,82,-0.047561
SL1344_RS01525,1,0.0,58.63,0.431,170,0.002941
SL1344_RS01530,1,0.032230201905550065,59.65,0.482,245,-0.08
SL1344_RS01535,1,0.0,53.75,0.547,836,-0.397608
SL1344_RS01540,1,0.0,55.32,0.551,156,-0.14038499999999998
SL1344_RS01545,1,0.0,53.27,0.516,273,-0.4399270000000001
SL1344_RS01560,1,0.0,52.03,0.399,315,-0.190794
SL1344_RS01565,1,0.0,,0.493,71,-0.591549
SL1344_RS01570,0,0.0,58.24,0.43,239,-0.012971000000000002
SL1344_RS01575,0,0.0,56.25,0.474,135,-0.291852
SL1344_RS01580,0,0.0,49.11,0.544,255,-0.298824
SL1344_RS01585,0,0.0,42.84,0.561,814,0.0043
SL1344_RS01590,1,0.2077025946806384,38.42,0.479,192,-0.08541699999999999
SL1344_RS01595,1,0.033167751949079345,45.92,0.518,255,-0.268627
SL1344_RS01600,0,0.0,44.29,0.488,246,-0.299593
SL1344_RS01605,1,0.0,47.76,0.516,351,-0.234758
SL1344_RS01615,1,0.0,48.54,0.5539999999999999,204,-0.514216
SL1344_RS01620,0,0.09756860044422708,43.7,0.534,485,-0.105361
SL1344_RS01625,1,0.0,38.2,0.535,152,-0.048026
SL1344_RS01630,1,0.0,49.3,0.552,414,-0.367391
SL1344_RS01635,1,0.0,50.98,0.504,133,-0.521805
SL1344_RS01640,0,0.0,43.61,0.472,350,-0.527714
SL1344_RS01645,1,0.2601660125041261,44.72,0.5589999999999999,367,-0.024251
SL1344_RS01650,1,0.19532782910320975,39.37,0.564,416,0.027404
SL1344_RS01675,1,0.03227734930936906,60.93,0.461,107,-0.292523
SL1344_RS01680,1,0.0,54.56,0.429,412,0.910922
SL1344_RS01690,1,0.0,53.76,0.526,208,-0.110096
SL1344_RS01695,1,0.0,56.88,0.499,292,-0.257877
SL1344_RS01700,1,0.0,52.64,0.516,304,-0.132237
SL1344_RS01705,1,0.0,55.66,0.491,321,-0.13208699999999998
SL1344_RS26525,0,0.0,50.37,0.519,90,-0.583333
SL1344_RS01715,1,0.0,51.2,0.35600000000000004,132,-0.076515
SL1344_RS01720,0,0.0,53.63,0.476,252,-0.246429
SL1344_RS01725,0,0.032439243033769105,55.01,0.522,441,-0.069841
SL1344_RS01730,0,0.03268439824508835,49.31,0.539,855,-0.467485
SL1344_RS01735,0,0.03251136463842195,59.51,0.456,253,-0.118182
SL1344_RS01740,0,0.0,48.61,0.474,178,-0.105618
SL1344_RS01745,1,0.0,52.38,0.359,244,-0.127869
SL1344_RS01755,1,0.0319464642693776,57.79,0.485,524,0.207252
SL1344_RS01760,1,0.0,54.6,0.41,247,-0.109717
SL1344_RS01765,1,0.0,46.13,0.395,162,-0.054938
SL1344_RS01770,1,0.0,56.06,0.414,174,-0.366667
SL1344_RS01775,1,0.0,59.18,0.397,213,-0.157747
SL1344_RS01780,1,0.0,38.2,0.35100000000000003,74,-0.156757
SL1344_RS01785,1,0.032230201905550065,45.32,0.499,119,-0.368908
SL1344_RS01790,0,0.06571891934917161,51.78,0.5920000000000001,485,-0.197938
SL1344_RS01795,0,0.0,46.86,0.5670000000000001,1055,0.374976
SL1344_RS01800,0,0.0,47.12,0.603,408,-0.038971
SL1344_RS01805,1,0.0,47.93,0.601,762,0.356562
SL1344_RS01810,1,0.0,52.15,0.5479999999999999,154,-0.513636
SL1344_RS01815,1,0.0,39.97,0.589,64,-0.140625
SL1344_RS01825,1,0.0,49.31,0.54,417,0.758993
SL1344_RS01830,1,0.0,48.85,0.468,652,-0.446012
SL1344_RS01835,1,0.0,47.6,0.493,990,-0.497576
SL1344_RS01840,1,0.0,,0.515,33,-1.693939
SL1344_RS01845,1,0.0,44.81,0.555,467,0.397002
SL1344_RS01850,1,0.0,42.34,0.5529999999999999,336,0.789881
SL1344_RS01855,1,0.0,50.71,0.55,43,0.97907
SL1344_RS01860,1,0.0,50.5,0.5820000000000001,334,-0.240419
SL1344_RS01865,1,0.0,44.94,0.527,702,-0.417379
SL1344_RS01870,0,0.0646383144263914,48.45,0.544,210,0.731905
SL1344_RS01875,1,0.0,45.04,0.447,91,-0.276923
SL1344_RS01880,0,0.0,46.63,0.5579999999999999,541,-0.16451
SL1344_RS01885,1,0.0,44.02,0.591,295,-0.009153
SL1344_RS01890,1,0.03228701600082403,42.45,0.5589999999999999,389,-0.302314
SL1344_RS01895,1,0.0,42.73,0.5670000000000001,483,-0.13664600000000002
SL1344_RS01900,1,0.0,40.45,0.589,628,-0.097293
SL1344_RS01905,0,0.5146567699212885,44.17,0.556,324,-0.100617
SL1344_RS01910,1,0.0,40.38,0.463,978,-0.5131899999999999
SL1344_RS01915,1,0.0,51.93,0.4270000000000001,207,-0.121739
SL1344_RS01920,0,0.0,46.85,0.53,385,-0.107792
SL1344_RS01925,1,0.03211383249432369,48.28,0.517,406,0.506404
SL1344_RS01930,1,0.0,45.35,0.555,364,-0.30961500000000003
SL1344_RS01935,0,0.0,53.0,0.546,102,0.472549
SL1344_RS01940,1,0.0,53.59,0.484,71,0.249296
SL1344_RS01945,0,0.3557028514875989,49.51,0.524,364,-0.009341
SL1344_RS01950,1,0.0,52.05,0.544,237,-0.240084
SL1344_RS01955,1,0.0,46.16,0.524,403,0.819851
SL1344_RS01960,1,0.0,61.0,0.473,88,-0.279545
SL1344_RS01965,1,0.0,39.65,0.516,106,-0.451887
SL1344_RS01970,1,0.0,50.74,0.555,370,0.122703
SL1344_RS01975,0,0.1624912038251764,43.95,0.5660000000000001,269,0.290706
SL1344_RS01980,1,0.0,41.18,0.585,151,-0.250993
SL1344_RS01985,1,0.0319464642693776,46.82,0.586,181,-0.07016599999999999
SL1344_RS01990,1,0.0,44.67,0.529,63,-1.1841270000000002
SL1344_RS01995,1,0.0,50.31,0.508,225,0.311556
SL1344_RS02000,1,0.03369676874804632,52.16,0.535,94,0.014894
SL1344_RS02005,0,0.033167751949079345,41.29,0.541,303,-0.184159
SL1344_RS02010,1,0.0,43.16,0.5820000000000001,302,-0.145695
SL1344_RS02015,0,0.0,46.92,0.5529999999999999,390,0.97
SL1344_RS02020,0,0.06538738166141066,47.83,0.583,1046,-0.6087
SL1344_RS02025,0,0.0,44.24,0.5660000000000001,400,-0.2825
SL1344_RS02035,1,0.06605566687475395,50.94,0.5489999999999999,229,-0.372053
SL1344_RS02040,1,0.0646362474360767,44.03,0.539,431,-0.22181
SL1344_RS02045,1,0.0,43.83,0.57,439,1.010934
SL1344_RS02050,1,0.0,42.54,0.542,456,0.79693
SL1344_RS02055,1,0.0,43.27,0.5760000000000001,605,-0.45405
SL1344_RS02060,0,0.0,33.19,0.535,200,-0.2215
SL1344_RS02065,0,0.0,44.48,0.551,193,-0.448705
SL1344_RS02070,1,0.09675214692071507,43.32,0.56,354,-0.133616
SL1344_RS02075,1,0.06549184328665955,43.16,0.526,375,-0.405867
SL1344_RS02080,1,0.4648966809705042,39.72,0.524,110,0.443637
SL1344_RS02085,1,0.6448540706015954,41.88,0.546,615,0.133659
SL1344_RS02090,1,0.6114645563216928,42.45,0.544,323,0.417028
SL1344_RS02095,1,0.0,44.49,0.507,121,0.281818
SL1344_RS02100,1,0.0,51.91,0.53,230,-0.378261
SL1344_RS02105,1,0.0,43.0,0.501,115,-0.773913
SL1344_RS27350,1,0.0,,0.562,35,0.414286
