,strand_lead,geptop,Nc,GC,L_aa,Gravy
VC_RS00350,1,0.0,34.85,0.472,94,-0.5308510000000001
VC_RS00355,0,0.0,54.36,0.458,153,-0.046405
VC_RS00360,1,0.0,49.61,0.5,718,-0.228133
VC_RS00365,1,0.0746943945779926,52.32,0.525,261,-0.233333
VC_RS00370,1,0.0,52.21,0.509,127,-0.345669
VC_RS00375,0,0.03669866079819924,48.69,0.485,295,0.8793219999999999
VC_RS00380,0,0.0,53.0,0.487,141,0.005674
VC_RS00385,1,0.0,55.24,0.451,175,-0.225714
VC_RS00390,1,0.0,49.48,0.477,107,0.3
VC_RS00395,1,0.0746943945779926,45.74,0.519,395,-0.034177
VC_RS00400,0,0.0,44.53,0.508,303,0.857756
VC_RS00405,1,0.0,44.25,0.507,510,-0.687451
VC_RS00410,1,0.5569301025418618,46.29,0.4970000000000001,260,-0.305384
VC_RS00415,1,0.14998984817363906,42.95,0.511,201,-0.129851
VC_RS00420,1,0.3359084520286684,50.77,0.493,544,-0.189154
VC_RS00425,1,0.25790280492563583,57.86,0.451,82,-0.25
VC_RS00430,1,0.1839842473030614,45.98,0.534,133,-0.301504
VC_RS00435,1,0.33199178688745434,44.72,0.487,250,0.9164
VC_RS00440,1,0.0,52.48,0.477,333,-0.167568
VC_RS00445,0,0.0,48.53,0.514,451,0.7855880000000001
VC_RS00450,0,0.0,51.46,0.515,270,-0.122222
VC_RS00455,0,0.2253998037498257,47.8,0.528,209,-0.226794
VC_RS00460,1,0.22502840919464726,45.43,0.519,808,-0.103342
VC_RS00465,0,0.4820023800773829,46.45,0.498,284,0.704577
VC_RS00470,0,0.0,57.04,0.477,179,-0.209497
VC_RS00475,1,0.0,48.97,0.461,136,0.105147
VC_RS00480,0,0.0,54.65,0.517,659,-0.246131
VC_RS00485,0,0.07466795604503655,51.93,0.485,277,0.410108
VC_RS00490,0,0.07528565153006597,50.2,0.465,106,-0.285849
VC_RS00495,0,0.0,51.29,0.46,255,-0.117255
VC_RS00500,1,0.4848795379294678,48.38,0.498,347,-0.238905
VC_RS00505,1,0.0,52.11,0.434,142,-0.314789
VC_RS00510,1,0.3687604023741672,46.53,0.502,934,-0.251392
VC_RS00515,0,0.8503636319589624,52.89,0.477,220,-0.305
VC_RS00520,1,0.0,49.97,0.496,205,-0.22097600000000006
VC_RS00525,1,0.0,52.17,0.465,212,-0.450943
VC_RS00530,1,0.0,41.28,0.515,182,-1.124725
VC_RS00535,1,0.0,44.97,0.5,162,-0.217901
VC_RS00540,1,0.03652932086841945,47.59,0.483,462,-0.27316
VC_RS00545,0,0.03669866079819924,48.49,0.508,398,-0.20603
VC_RS00550,0,0.0,47.99,0.52,399,-0.47218
VC_RS00555,0,0.2611341037504605,55.53,0.508,255,0.031764999999999995
VC_RS00560,0,0.5567311060478076,50.55,0.5479999999999999,311,-0.07588400000000001
VC_RS00565,1,0.03799573377979335,47.85,0.489,843,-0.320285
VC_RS00570,0,0.03799573377979335,40.76,0.49,104,-0.478846
VC_RS00575,1,0.0,47.27,0.423,71,0.240845
VC_RS00580,1,0.29488804289697923,48.98,0.505,417,-0.186331
VC_RS00585,1,0.5565745349058909,45.64,0.524,276,-0.167754
VC_RS00590,1,0.0,50.37,0.526,232,-0.363793
VC_RS00595,1,0.07432357527518035,48.69,0.52,311,-0.53955
VC_RS00600,1,0.036816420675970206,48.67,0.522,239,-0.258996
VC_RS00605,1,0.0,49.67,0.522,829,-0.186007
VC_RS00610,0,0.0,50.76,0.551,198,-0.462121
VC_RS00615,0,0.03669866079819924,49.13,0.525,514,-0.4883270000000001
VC_RS00620,0,0.0,47.43,0.481,275,-0.264364
VC_RS00625,0,0.03799573377979335,53.06,0.47,338,-0.48284
VC_RS00630,1,0.03729657854502684,52.13,0.481,205,0.727317
VC_RS00635,1,0.0,53.11,0.485,408,-0.17058800000000002
VC_RS00640,0,0.03799573377979335,44.7,0.468,156,-0.321154
VC_RS00645,0,0.0,50.17,0.459,109,-0.222018
VC_RS00650,1,0.0,53.23,0.434,122,-0.347541
VC_RS00655,1,0.0,34.99,0.259,85,1.6870580000000002
VC_RS00660,1,0.0,57.7,0.486,209,1.01866
VC_RS00665,0,0.0,45.73,0.451,88,1.128409
VC_RS00670,0,0.07482684105670577,56.12,0.499,199,-0.492462
VC_RS00675,1,0.9602751207292046,45.92,0.498,391,-0.296675
VC_RS00680,1,0.2255351056953661,53.51,0.503,224,-0.315625
VC_RS00685,1,0.2618091295849453,47.49,0.489,330,0.242727
VC_RS00690,1,0.3366740454695433,50.11,0.5,286,-0.447203
VC_RS00695,0,0.0,46.15,0.494,466,-0.16952799999999998
VC_RS00700,1,0.03799573377979335,50.53,0.521,213,-0.400469
VC_RS00705,1,0.0,56.38,0.485,123,0.662602
VC_RS00710,0,0.0,46.28,0.48,369,-0.317344
VC_RS00715,1,0.0,50.92,0.433,611,-0.505401
VC_RS00720,0,0.0,54.2,0.467,535,-0.346355
VC_RS00725,1,0.5554975515343515,53.26,0.477,265,0.183396
VC_RS00730,0,0.0,52.44,0.447,152,-0.075
VC_RS00760,0,0.07413364434908919,56.58,0.483,298,-0.060067
VC_RS00765,1,0.2955040098576278,45.23,0.477,494,-0.16902799999999998
VC_RS00770,0,0.11040943720258316,34.69,0.466,83,-0.633735
VC_RS00775,0,0.0,44.23,0.501,1036,0.385714
VC_RS00780,0,0.0,46.14,0.472,367,-0.038965
VC_RS00785,0,0.0,56.5,0.4270000000000001,193,-0.16735799999999998
VC_RS00790,1,0.18850040628295173,50.88,0.488,671,-0.456632
VC_RS00795,0,0.037033657524907726,52.34,0.506,135,0.083704
VC_RS00825,1,0.0,38.42,0.319,69,0.318841
VC_RS00830,1,0.03669866079819924,48.0,0.503,571,-0.218739
VC_RS00835,1,0.0,42.15,0.481,518,-0.35501900000000003
VC_RS00840,1,0.0,44.46,0.502,324,0.7475310000000001
VC_RS00845,1,0.0,43.17,0.509,312,0.70609
VC_RS00850,1,0.0,47.71,0.522,315,-0.158095
VC_RS00855,0,0.0,49.76,0.37,529,-0.445936
VC_RS00860,0,0.0,49.26,0.39,77,-0.74026
VC_RS00865,0,0.03852389007069045,50.55,0.392,102,-0.6009800000000001
VC_RS00870,1,0.0,55.6,0.378,187,-0.375936
VC_RS00875,1,0.0,48.28,0.423,82,-0.628049
VC_RS00880,1,0.0,50.86,0.426,355,-0.197746
VC_RS00885,1,0.0,49.99,0.418,434,-0.485714
VC_RS00890,1,0.0,55.49,0.436,584,-0.298973
VC_RS00895,1,0.036831107276912425,59.21,0.456,155,-0.485806
VC_RS00900,0,0.0,56.38,0.373,143,-0.925175
VC_RS00905,0,0.0,51.77,0.376,703,-0.5342819999999999
VC_RS00910,0,0.0,55.32,0.397,562,-0.5626329999999999
VC_RS00915,0,0.036137910569295835,54.27,0.368,400,-0.52125
VC_RS00920,0,0.11076134921442372,40.98,0.524,450,0.024889
VC_RS00925,0,0.03728991775027262,48.6,0.514,279,-0.498566
VC_RS00930,1,0.03650363408232171,44.17,0.522,680,-0.352353
VC_RS00935,1,0.2581477714940558,45.24,0.531,723,-0.372337
VC_RS00940,0,0.03799573377979335,49.0,0.515,222,0.718018
VC_RS00945,0,0.0,53.87,0.503,267,-0.34794
VC_RS00950,0,0.036129166425168883,47.46,0.5539999999999999,584,-0.184247
VC_RS00955,0,0.03799573377979335,46.77,0.524,300,0.911667
VC_RS00960,1,0.03799573377979335,45.66,0.529,611,-0.294435
VC_RS00965,1,0.0,36.91,0.532,99,0.109091
VC_RS00970,1,0.0,49.28,0.5,120,0.9225
VC_RS00975,0,0.03650363408232171,45.55,0.508,609,0.130706
VC_RS00980,1,0.0,44.06,0.503,699,-0.4497850000000001
VC_RS00985,1,0.03676364343842355,41.41,0.5329999999999999,261,0.042912
VC_RS00990,1,0.0746943945779926,46.07,0.536,319,0.125392
VC_RS00995,1,0.037033657524907726,49.04,0.561,653,0.946861
VC_RS01000,0,0.0,46.92,0.534,282,-0.054255
VC_RS01005,1,0.0,44.92,0.539,300,0.182333
VC_RS01010,1,0.0,49.35,0.52,481,0.72869
VC_RS01015,0,0.0,38.06,0.434,162,0.6475310000000001
VC_RS01020,0,0.11143159948346013,43.53,0.523,288,-0.484722
VC_RS01025,1,0.07412768582193928,43.54,0.528,238,-0.119748
VC_RS01030,1,0.14774520878287906,41.54,0.484,213,-0.114554
VC_RS01035,0,0.1869270778917668,43.87,0.529,325,-0.31969200000000003
VC_RS01040,0,0.3712449916982371,48.68,0.4970000000000001,315,-0.221588
VC_RS01045,0,0.0,42.28,0.481,196,-0.354082
VC_RS01050,1,0.0,61.0,0.459,45,0.175556
VC_RS01055,0,0.6675779551161757,49.52,0.5529999999999999,399,0.085213
VC_RS01060,1,0.0,48.09,0.507,559,-0.035957
VC_RS01065,1,0.03676364343842355,50.58,0.513,224,-0.140625
VC_RS01070,1,0.6293632149310422,35.44,0.453,78,-0.612821
VC_RS01075,1,0.3297606574124302,30.85,0.436,55,-0.84
VC_RS01080,1,0.07502939130470107,43.58,0.498,160,-0.274375
VC_RS01085,1,0.036137910569295835,44.18,0.523,269,-0.251673
VC_RS01090,0,0.8147090203726103,51.48,0.4920000000000001,164,0.033536
VC_RS01095,1,0.0,52.68,0.516,345,-0.091015
VC_RS01100,0,0.07333012185956858,47.31,0.493,259,-0.364865
VC_RS01105,0,0.11118758901262543,50.1,0.517,355,-0.140282
VC_RS01110,1,0.11085659037379124,53.63,0.462,235,-0.577021
VC_RS01115,1,0.0,47.3,0.326,319,-0.374922
VC_RS01120,0,0.03686972751608466,57.28,0.441,309,-0.433657
VC_RS01125,0,0.03650363408232171,51.23,0.463,247,-0.280972
VC_RS01130,0,0.07282782722336811,56.52,0.455,527,-0.109298
VC_RS01135,0,0.0,41.78,0.444,126,-0.4309520000000001
VC_RS01140,0,0.5582587983094823,48.61,0.478,426,-0.029343
VC_RS01145,0,0.03650363408232171,48.14,0.446,260,-0.271538
VC_RS01150,0,0.0,54.45,0.445,349,-0.216332
VC_RS01155,0,0.2246237423003044,52.04,0.464,345,-0.088696
VC_RS01160,0,0.03799573377979335,50.67,0.353,399,0.658145
VC_RS01165,0,0.07346230423662277,54.86,0.371,186,-0.134408
VC_RS01170,0,0.0,54.61,0.453,590,-0.248136
VC_RS01175,0,0.18616727114702536,52.27,0.463,314,-0.248408
VC_RS01180,1,0.07295433124526604,47.96,0.422,465,-0.287527
VC_RS01185,1,0.11076660048426136,49.18,0.387,463,-0.188337
VC_RS01190,1,0.2209438723255666,48.92,0.396,373,-0.25335100000000005
VC_RS01195,1,0.03728991775027262,54.54,0.401,367,-0.13733
VC_RS01200,1,0.0,50.6,0.35200000000000004,460,-0.307391
VC_RS01205,1,0.07333012185956858,48.73,0.348,264,0.81894
VC_RS01210,1,0.14700970592569892,46.66,0.365,250,0.0036
VC_RS01215,1,0.109463907784403,40.22,0.342,77,0.514286
VC_RS01220,1,0.0,52.3,0.377,471,-0.06539299999999999
VC_RS01225,1,0.0,50.06,0.426,374,0.037166000000000005
VC_RS01230,1,0.036816420675970206,52.86,0.424,825,-0.175879
VC_RS01235,1,0.0,45.66,0.39,188,0.157979
VC_RS01255,1,0.0,55.83,0.445,392,-0.5875
VC_RS01265,0,0.07367617478774442,49.93,0.35100000000000003,370,-0.181622
VC_RS01270,0,0.11072461531655943,55.85,0.435,621,0.155395
VC_RS01275,1,0.03685975411177421,57.36,0.451,323,-0.051703
VC_RS01280,1,0.0,48.82,0.44,184,0.258152
VC_RS01285,1,0.14614440642242374,46.0,0.5529999999999999,438,-0.173973
VC_RS01290,0,0.0,41.77,0.496,412,0.224272
VC_RS01295,0,0.03693354876368275,51.43,0.544,190,-0.388947
VC_RS01300,0,0.0,44.08,0.5329999999999999,307,-0.23648200000000005
VC_RS01305,1,0.0,50.9,0.489,195,-0.254872
VC_RS01310,1,0.03669866079819924,52.59,0.414,399,-0.025063
VC_RS01315,1,0.0,53.43,0.4370000000000001,295,0.047458
VC_RS01320,0,0.036129166425168883,45.83,0.532,352,0.109943
VC_RS01325,1,0.22045054214527574,37.24,0.478,90,-0.147778
VC_RS01330,1,0.0,48.97,0.485,229,-0.51179
VC_RS01335,0,0.14880739379898966,41.82,0.5529999999999999,429,-0.016316999999999998
VC_RS01340,0,0.2580121817634582,44.49,0.5329999999999999,530,-0.158113
VC_RS01345,0,0.0,53.11,0.39,59,0.325424
VC_RS01350,1,0.03676364343842355,47.88,0.4970000000000001,132,-0.227273
VC_RS01355,1,0.0,49.29,0.504,519,-0.16589600000000002
VC_RS01360,1,0.0,41.95,0.512,445,0.759101
VC_RS01365,1,0.036698868118021616,41.51,0.5,711,-0.268495
VC_RS01370,0,0.0,47.18,0.516,546,-0.221062
VC_RS01375,0,0.0,51.17,0.557,225,-0.020889
VC_RS01385,0,0.0370342821611544,42.76,0.5539999999999999,201,0.326866
VC_RS01390,0,0.03799573377979335,44.69,0.5479999999999999,458,1.085153
VC_RS01395,1,0.0,43.06,0.503,171,-0.450877
VC_RS01400,1,0.0,47.29,0.5429999999999999,598,-0.01505
VC_RS01405,0,0.0,52.45,0.52,332,-0.061446
VC_RS01410,0,0.07458649629529945,34.09,0.4320000000000001,98,-0.490816
VC_RS01415,0,0.0,52.83,0.501,322,-0.188199
VC_RS01420,0,0.03799573377979335,40.64,0.537,295,-0.06915199999999999
VC_RS01425,0,0.6317131564703725,44.99,0.516,447,-0.263087
VC_RS01430,0,0.6312069866563949,43.62,0.508,153,0.164052
VC_RS01435,0,0.3689740260431838,49.11,0.462,150,0.022667
VC_RS01440,0,0.0,45.91,0.514,649,-0.277504
VC_RS01445,0,0.0,44.38,0.512,209,-0.24067
VC_RS01450,0,0.0,47.75,0.51,607,-0.161615
VC_RS01455,1,0.0,51.16,0.536,396,0.687879
VC_RS01460,1,0.0,48.29,0.519,1147,0.247079
VC_RS01465,0,0.07347765951151129,49.74,0.503,497,-0.059355999999999985
VC_RS01470,0,0.03799573377979335,49.33,0.51,438,-0.399772
VC_RS01475,1,0.3300964522995342,48.19,0.485,108,0.11203699999999997
VC_RS01480,1,0.4831124920175808,43.98,0.477,419,-0.283294
VC_RS01485,1,0.0,52.91,0.466,330,-0.111818
VC_RS01490,1,0.2246057056820221,49.82,0.488,613,-0.253997
VC_RS01495,1,0.036816420675970206,56.62,0.483,89,0.21573
VC_RS01500,1,0.03669866079819924,54.79,0.49,236,-0.19661
VC_RS01535,0,0.07698621619281483,51.26,0.448,446,-0.356502
VC_RS01540,0,0.0,47.44,0.455,140,-0.336429
VC_RS01545,1,0.8146292767304921,55.02,0.467,357,-0.057983000000000014
VC_RS01550,1,0.7768995542685582,50.55,0.489,320,-0.05625
VC_RS01555,0,0.2252456205958595,49.1,0.454,312,-0.23718000000000006
VC_RS01580,1,0.0,32.37,0.4920000000000001,394,-0.165482
VC_RS01585,1,0.6318195509822947,42.34,0.487,126,0.783333
VC_RS01590,1,0.8495510462519025,48.34,0.473,182,-0.417582
VC_RS01595,1,0.851054100689567,33.01,0.479,142,0.011972
VC_RS01600,1,0.7362094458615916,31.63,0.482,233,-0.044635
VC_RS01605,1,0.8501814962518703,35.79,0.484,162,0.051235
VC_RS01610,1,0.8133391414617207,26.85,0.455,121,0.35041300000000003
VC_RS01615,1,0.9251627262274812,39.69,0.494,1341,-0.346085
VC_RS01620,1,0.8503358851707754,37.22,0.506,1401,-0.309422
VC_RS01625,0,0.0,50.93,0.449,164,-0.13048800000000002
VC_RS01630,1,0.0,51.83,0.506,269,-0.217472
VC_RS01635,1,0.5578258369190058,47.79,0.505,355,-0.074648
VC_RS01640,1,0.0,47.35,0.457,211,-0.261137
VC_RS01645,1,0.0,51.0,0.514,319,0.021944
VC_RS01650,0,0.07466795604503655,51.32,0.487,382,-0.678796
VC_RS01655,0,0.3310376428710149,37.22,0.512,510,-0.189608
VC_RS01660,0,0.0,53.46,0.528,295,0.856949
VC_RS01665,0,0.0,51.58,0.502,471,0.94034
VC_RS01670,0,0.2991812017921661,46.36,0.526,285,-0.140702
VC_RS01675,0,0.2975768226675125,51.28,0.481,387,-0.300775
VC_RS01680,1,0.26136915356949564,51.25,0.459,181,-0.316022
VC_RS01725,0,0.0,55.82,0.484,369,-0.378049
VC_RS01730,1,0.592139372371802,48.26,0.451,153,-0.200654
VC_RS01735,1,0.22232095649385056,50.3,0.476,572,-0.294231
VC_RS01740,1,0.07528565153006597,50.12,0.504,653,-0.243338
VC_RS01745,1,0.3351987106706993,58.72,0.49,315,-0.246667
VC_RS01750,1,0.1106244101523694,43.54,0.471,87,-0.390805
VC_RS01755,1,0.0,49.86,0.482,429,-0.33263400000000004
VC_RS01760,1,0.0,49.61,0.496,395,-0.675949
VC_RS01765,1,0.0,46.24,0.47,326,-0.372393
VC_RS01770,1,0.0,52.63,0.5429999999999999,62,0.743548
VC_RS01775,0,0.07492928254347611,59.92,0.449,72,-0.616667
VC_RS01780,0,0.0,49.15,0.494,326,-0.316258
VC_RS01785,1,0.036831107276912425,41.74,0.471,259,-0.392664
VC_RS01790,1,0.03799573377979335,45.99,0.463,240,-0.22
VC_RS01795,1,0.07539001991696181,49.6,0.491,131,-0.070992
VC_RS01800,1,0.07651962385048379,49.36,0.472,118,0.105932
VC_RS01805,1,0.0,41.1,0.425,91,0.184615
VC_RS01810,1,0.8508899633609215,36.42,0.468,124,-0.549194
VC_RS01815,1,0.9245552892670208,32.64,0.466,156,-0.502564
VC_RS01820,1,0.7768661020823349,42.01,0.478,698,-0.230229
VC_RS01825,1,0.5134308595808822,31.87,0.4920000000000001,394,-0.152284
VC_RS01830,1,0.0,45.26,0.446,62,0.033871
VC_RS01835,1,0.0,46.47,0.405,158,-0.27405100000000004
VC_RS01840,1,0.7777792130604824,29.88,0.473,122,-0.4959020000000001
VC_RS01845,1,0.1135539060116382,52.94,0.457,100,0.096
VC_RS01850,1,0.7026424433615845,39.04,0.458,75,-0.597333
VC_RS01855,1,0.1091368045105494,32.65,0.463,149,0.121476
VC_RS01860,0,0.0,53.8,0.444,254,-0.662992
VC_RS01865,1,0.998455690534324,49.32,0.506,468,-0.371154
VC_RS01870,1,0.2965691366660304,52.51,0.529,361,-0.056787
VC_RS01875,0,0.0,61.0,0.484,139,-0.463309
VC_RS01880,1,0.4396478066495909,44.82,0.49,550,-0.110182
VC_RS01885,1,0.0,55.33,0.491,392,-0.277041
VC_RS01890,0,0.0,53.33,0.477,153,0.042484
VC_RS01895,0,0.0,61.0,0.4370000000000001,154,-0.235065
VC_RS01900,1,0.03799573377979335,53.16,0.507,327,-0.329664
VC_RS01905,1,0.0,49.32,0.448,70,1.868571
VC_RS01910,1,0.03846232612212438,54.03,0.471,221,-0.165158
VC_RS01915,1,0.0,38.2,0.353,52,0.653846
VC_RS01920,1,0.0,54.13,0.487,76,-0.346053
VC_RS01925,1,0.036816420675970206,49.9,0.488,607,-0.31598000000000004
VC_RS01930,1,0.14764276729610873,49.95,0.493,577,-0.373483
VC_RS01935,1,0.14763610650135447,57.0,0.456,253,-0.5205529999999999
VC_RS01970,0,0.0,54.01,0.446,444,0.6765760000000001
VC_RS01975,1,0.07351508147416944,51.56,0.4970000000000001,1227,-0.211084
VC_RS01980,0,0.0,43.41,0.507,451,-0.0
VC_RS01985,1,0.07332005475829191,47.78,0.513,372,0.039516
VC_RS01990,0,0.0,52.85,0.483,594,0.261279
VC_RS01995,0,0.036129166425168883,50.06,0.489,940,-0.296171
VC_RS02000,0,0.514124764337491,46.79,0.483,290,-0.251035
VC_RS02005,0,0.0,55.75,0.439,214,-0.21215
VC_RS02010,1,0.7393727619489686,45.86,0.499,177,-0.883051
VC_RS02015,1,0.036129166425168883,54.32,0.485,670,-0.278059
VC_RS02020,1,0.03687946180764914,51.81,0.489,479,-0.213987
VC_RS02025,1,0.036129166425168883,55.58,0.485,216,-0.107407
VC_RS02030,1,0.0,50.42,0.505,105,0.07714299999999999
VC_RS02035,1,0.036757035908333686,53.06,0.478,559,-0.190161
VC_RS02040,1,0.036823606530380984,50.37,0.501,281,-0.085765
VC_RS02045,1,0.03650363408232171,53.46,0.504,383,-0.41201
VC_RS02050,1,0.0,48.29,0.501,575,-0.120696
VC_RS02055,1,0.0,52.23,0.49,407,0.348403
VC_RS02060,1,0.0,59.79,0.469,150,0.015333
VC_RS02065,1,0.0,51.38,0.48,184,-0.165217
VC_RS02070,1,0.0,49.21,0.436,175,0.162857
VC_RS02075,1,0.0,51.54,0.508,162,0.464197
VC_RS02080,1,0.0,51.32,0.476,189,0.004233
VC_RS02085,1,0.0,48.68,0.491,256,0.225781
VC_RS02090,1,0.0,46.83,0.49,140,0.14285699999999998
VC_RS02095,1,0.0,53.37,0.458,1252,-0.245128
VC_RS02100,1,0.4809089544854634,45.21,0.509,347,0.031988
VC_RS02105,1,0.44519880847510573,49.22,0.485,296,-0.141216
VC_RS02110,1,0.11391390998765227,47.13,0.494,162,1.052469
VC_RS02115,1,0.07303295495074116,58.39,0.517,187,-0.086631
VC_RS02120,1,0.07337088306344243,52.82,0.495,489,-0.266258
VC_RS02125,1,0.0,49.45,0.503,1291,-0.159798
VC_RS02130,1,0.073292964306843,54.27,0.522,275,-0.145818
VC_RS02135,1,0.03799573377979335,44.75,0.515,481,-0.13659000000000002
VC_RS02140,0,0.037033657524907726,49.21,0.509,407,-0.27026999999999995
VC_RS02145,1,0.0,48.4,0.438,140,-0.688571
VC_RS02150,1,0.036823606530380984,48.6,0.498,265,-0.087547
VC_RS02155,0,0.03694833864309185,45.1,0.488,127,0.562992
VC_RS02160,0,0.03685975411177421,42.03,0.476,145,-0.011724
VC_RS02165,0,0.0,52.76,0.528,854,0.683489
VC_RS02170,0,0.0,45.02,0.493,322,-0.132919
VC_RS02175,0,0.0,48.28,0.494,156,0.021795
VC_RS02180,1,0.22274032900757051,41.08,0.51,311,0.31382600000000005
VC_RS02185,1,0.10966645803239833,56.45,0.489,468,0.832692
VC_RS02190,0,0.6319448072456205,46.9,0.476,323,-0.05913300000000001
VC_RS02195,1,0.6654278471831876,31.71,0.44,103,-0.504854
VC_RS02200,1,0.7009136544684829,27.54,0.45,86,-0.638372
VC_RS02205,1,0.7371205251329649,44.76,0.486,390,-0.417179
VC_RS02210,1,0.07406793968606214,46.89,0.514,253,0.550197
VC_RS02215,1,0.03799573377979335,49.93,0.467,157,1.046497
VC_RS02220,1,0.7405454984828377,46.79,0.503,165,-0.172121
VC_RS02225,0,0.0,55.03,0.511,269,-0.14944200000000002
VC_RS02230,0,0.0,49.31,0.481,126,-0.257143
VC_RS02235,0,0.1486565345935084,47.29,0.487,271,-0.316974
VC_RS02240,0,0.4068154764172347,51.64,0.503,330,0.097273
VC_RS02245,0,0.3715007413263695,50.72,0.483,431,-0.450116
VC_RS02250,0,0.5583098425574919,52.53,0.467,783,-0.511367
VC_RS02255,1,0.03652932086841945,49.05,0.505,284,-0.496479
VC_RS02285,0,0.03668491081786394,46.1,0.505,541,-0.131423
VC_RS02310,0,0.03675985284730103,46.29,0.465,375,-0.4872
VC_RS02315,0,0.03687946180764914,41.86,0.459,90,-0.638889
VC_RS02320,0,0.0,43.8,0.516,353,-0.300283
VC_RS02325,1,0.07282782722336811,42.41,0.522,239,-0.43682
VC_RS02330,1,0.0,49.34,0.52,306,0.159477
VC_RS02335,0,0.03693354876368275,45.72,0.522,391,-0.35549899999999995
VC_RS02340,0,0.0,47.18,0.53,200,-0.322
