,strand_lead,geptop,Nc,GC,L_aa,Gravy
VC_RS13765,0,0.15908178776161094,53.75,0.4270000000000001,607,-0.16935799999999998
VC_RS13770,0,0.0,52.21,0.489,295,-0.224746
VC_RS13775,1,0.040265934330043086,50.26,0.49,403,0.73201
VC_RS13780,0,0.039632775888905104,56.45,0.477,148,-0.492568
VC_RS13785,1,0.0,55.85,0.468,400,0.64575
VC_RS13790,1,0.040069227019096126,57.38,0.457,116,-0.517241
VC_RS13800,0,0.04032112629646264,53.07,0.515,297,0.932323
VC_RS13805,1,0.03995229230676671,59.67,0.466,98,-0.218367
VC_RS13810,0,0.08016947141134755,54.62,0.455,209,0.014833
VC_RS13815,1,0.039969296996436005,58.25,0.424,114,-0.347368
VC_RS13820,1,0.07997159273043966,57.97,0.475,229,-0.340611
VC_RS13825,1,0.0399157948095976,52.52,0.465,407,-0.367322
VC_RS13830,0,0.07923926822156224,49.26,0.493,238,-0.143698
VC_RS13835,1,0.2394741565692773,45.75,0.479,435,-0.26
VC_RS13840,1,0.08016564890582349,54.08,0.499,346,-0.26445100000000005
VC_RS13845,0,0.12037691839058735,54.3,0.4970000000000001,118,-0.363559
VC_RS13850,0,0.0,55.86,0.446,518,-0.03224
VC_RS13855,0,0.04004768271760541,55.97,0.481,216,0.067593
VC_RS13860,1,0.039632775888905104,49.31,0.511,592,0.6167229999999999
VC_RS13865,0,0.2790297244089679,51.51,0.486,559,-0.475134
VC_RS13870,1,0.12023752706048275,59.9,0.5529999999999999,94,-0.085106
VC_RS13875,1,0.039632775888905104,51.38,0.465,306,-0.620261
VC_RS13880,1,0.0,61.0,0.48,168,-0.385119
VC_RS13885,1,0.03984909190407391,41.82,0.473,491,-0.405092
VC_RS13890,1,0.03984909190407391,60.31,0.478,145,-0.182069
VC_RS13895,1,0.0800465486709546,51.68,0.48,589,-0.224109
VC_RS13900,1,0.08002040949469587,56.01,0.515,338,-0.191124
VC_RS13905,1,0.04001171677073485,50.6,0.498,495,-0.427071
VC_RS13910,1,0.07960535828600633,50.79,0.47,158,-0.318987
VC_RS13915,1,0.0803136170476485,47.7,0.523,444,-0.175901
VC_RS13920,1,0.1202877394208257,44.57,0.488,257,-0.161868
VC_RS13925,1,0.040265934330043086,47.17,0.51,869,-0.124511
VC_RS13930,1,0.07995000108667416,49.45,0.511,530,-0.109245
VC_RS13935,1,0.03985609806238659,56.34,0.5489999999999999,218,-0.040367
VC_RS13940,1,0.039632775888905104,49.48,0.515,469,-0.408742
VC_RS13945,1,0.0,48.3,0.484,1181,-0.266723
VC_RS13950,1,0.0,57.13,0.493,420,-0.371667
VC_RS13955,1,0.15978768051473954,55.18,0.471,1017,-0.453982
VC_RS13960,1,0.0,45.32,0.342,122,-0.06475399999999999
VC_RS13965,0,0.0,46.31,0.457,86,-0.595349
VC_RS13970,1,0.08001003019747524,48.79,0.489,139,0.17482
VC_RS13975,1,0.039632775888905104,46.26,0.499,500,-0.0408
VC_RS13980,1,0.0,43.71,0.507,326,0.869325
VC_RS13985,1,0.15954769934051666,41.98,0.514,292,0.096918
VC_RS13990,1,0.11990250428449645,47.62,0.505,306,0.08529400000000001
VC_RS13995,1,0.040265934330043086,49.4,0.498,334,-0.16018
VC_RS14000,1,0.0399157948095976,45.98,0.457,188,0.8335110000000001
VC_RS14005,1,0.0,59.0,0.5,40,0.055
VC_RS14010,1,0.0,53.39,0.516,243,0.023457
VC_RS14015,1,0.0,46.87,0.503,226,-0.109735
VC_RS14020,0,0.0,51.91,0.478,355,-0.217746
VC_RS14025,0,0.04004768271760541,47.9,0.506,452,0.452876
VC_RS14030,0,0.11988414343343508,44.57,0.446,115,-0.229565
VC_RS14035,1,0.07999758945785362,53.28,0.512,389,-0.468637
VC_RS14040,0,0.0,45.97,0.51,684,-0.105848
VC_RS14045,1,0.0,42.38,0.5429999999999999,450,-0.062222
VC_RS14050,1,0.03990353708130446,46.67,0.522,335,-0.094627
VC_RS14055,1,0.040265934330043086,45.76,0.528,713,0.889481
VC_RS14060,1,0.0,47.73,0.5,403,-0.115633
VC_RS14065,1,0.039632775888905104,49.86,0.508,1247,-0.534082
VC_RS14070,1,0.7199436106051393,49.7,0.49,168,-0.168452
VC_RS14075,1,0.0,56.08,0.472,443,0.237246
VC_RS14080,0,0.08017424441580846,53.23,0.517,107,0.8140189999999999
VC_RS14085,0,0.12017109143773745,46.08,0.453,92,1.201087
VC_RS14090,0,0.080258949531801,56.58,0.477,158,0.458861
VC_RS14095,0,0.3606364762581524,56.44,0.49,498,1.051807
VC_RS14100,0,0.20037270629043152,43.46,0.507,117,0.8444440000000001
VC_RS14105,0,0.4399837225969376,53.07,0.496,858,0.866201
VC_RS14110,0,0.03993493913620557,57.2,0.487,65,-0.373846
VC_RS14115,0,0.0,56.34,0.466,313,-0.190735
VC_RS14120,0,0.0,51.32,0.482,404,0.8685639999999999
VC_RS14125,0,0.120139266963182,49.56,0.48,472,-0.243432
VC_RS14130,0,0.0,,0.406,23,0.026087
VC_RS14135,1,0.0,50.46,0.381,70,0.175714
VC_RS14140,0,0.03984909190407391,57.86,0.454,160,-0.296875
VC_RS14145,1,0.03960649233265713,52.54,0.464,710,-0.223239
VC_RS14150,1,0.039632775888905104,30.34,0.457,70,-0.361429
VC_RS14155,0,0.07923926822156224,48.66,0.466,238,-0.170168
VC_RS14165,0,0.0,52.1,0.528,646,-0.628638
VC_RS14170,0,0.08016947141134755,56.96,0.502,318,0.086793
VC_RS14175,0,0.03999872350450443,55.82,0.502,162,-0.141975
VC_RS14180,0,0.07969212159459772,52.3,0.502,311,-0.333762
VC_RS14185,0,0.0800366200152763,51.24,0.509,318,-0.071698
VC_RS14190,1,0.07973779328561742,53.13,0.487,638,-0.173041
VC_RS14195,1,0.12030408717225785,48.06,0.455,66,-0.774242
VC_RS14200,0,0.07923926822156224,48.8,0.518,217,-0.252995
VC_RS14205,1,0.03960649233265713,49.3,0.498,402,0.973383
VC_RS14210,1,0.16027344153181222,53.19,0.481,410,-0.165122
VC_RS14215,1,0.1201565691184208,50.43,0.488,291,0.206873
VC_RS14220,0,0.07983847621751003,54.61,0.522,530,-0.218868
VC_RS14225,1,0.07989677462167931,46.8,0.482,394,-0.196954
VC_RS14230,0,0.0,28.57,0.459,69,-0.28985500000000003
VC_RS14235,1,0.0,61.0,0.444,75,-0.46799999999999997
VC_RS14240,1,0.0,56.18,0.464,125,0.8456
VC_RS14245,1,0.0,37.68,0.443,79,0.822784
VC_RS14250,1,0.0,51.45,0.469,334,0.197006
VC_RS14255,1,0.03995229230676671,55.88,0.439,148,-0.17297300000000002
VC_RS14260,1,0.040265934330043086,50.16,0.517,490,0.022653
VC_RS14265,0,0.040265934330043086,53.98,0.487,331,0.005438
VC_RS14270,1,0.040265934330043086,49.07,0.51,447,0.787024
VC_RS14275,0,0.03960649233265713,51.3,0.476,280,0.136429
VC_RS14280,0,0.12027859225274724,51.35,0.447,182,-0.086264
VC_RS14285,1,0.4800806089864757,47.66,0.512,347,-0.042651
VC_RS14290,1,0.2802402723392874,49.24,0.392,383,-0.490862
VC_RS14295,1,0.07986808711636431,47.66,0.348,638,-0.531818
VC_RS14300,1,0.0,49.73,0.381,374,-0.232888
VC_RS14305,1,0.07984319576945985,42.69,0.318,292,-0.34417800000000004
VC_RS14310,0,0.0,56.51,0.391,145,-0.393103
VC_RS14315,0,0.0,44.16,0.486,37,0.27567600000000003
VC_RS14320,0,0.08001697971404143,43.38,0.4320000000000001,74,-0.590541
VC_RS14325,0,0.040265934330043086,52.37,0.49,451,-0.269179
VC_RS14330,0,0.08011502623411701,48.91,0.511,442,0.770362
VC_RS14335,0,0.8399043824755904,48.3,0.51,276,-0.26413000000000003
VC_RS14340,1,0.6796723420759307,49.43,0.49,175,-0.103428
VC_RS14345,1,0.0,52.56,0.465,513,-0.362183
VC_RS14350,0,0.0,53.89,0.466,648,-0.130864
VC_RS14355,1,0.0,50.83,0.46,324,-0.19321
VC_RS14360,0,0.03999872350450443,46.77,0.525,526,0.787452
VC_RS14365,0,0.0,47.55,0.508,401,0.886035
VC_RS14370,1,0.0,46.95,0.443,88,1.421591
VC_RS14375,0,0.03995229230676671,55.0,0.453,359,0.327577
VC_RS14380,0,0.04032112629646264,53.54,0.481,418,-0.326316
VC_RS14385,1,0.04004768271760541,47.55,0.478,741,-0.385425
VC_RS14390,1,0.0,49.85,0.487,548,-0.21770100000000006
VC_RS14395,1,0.08023523132647907,47.41,0.516,312,0.128526
VC_RS14400,1,0.040105017396712336,46.16,0.532,284,-0.535563
VC_RS14405,0,0.03985609806238659,48.42,0.494,918,-0.477996
VC_RS14410,0,0.039632775888905104,40.94,0.4,90,-0.486667
VC_RS14415,1,0.16023356897958274,49.71,0.4920000000000001,252,-0.195238
VC_RS14420,1,0.04031606029543705,48.83,0.459,303,-0.251155
VC_RS14425,1,0.07960550266599557,50.5,0.464,312,1.052884
VC_RS14430,1,0.0,40.87,0.4920000000000001,316,0.961392
VC_RS14435,1,0.1200614121002216,48.97,0.5,254,-0.073622
VC_RS14440,0,0.0,53.35,0.486,338,-0.310947
VC_RS14450,1,0.0,36.05,0.5,106,-0.226415
VC_RS14455,1,0.07923926822156224,44.24,0.505,397,0.056675
VC_RS14460,1,0.03960649233265713,44.21,0.452,98,-0.432653
VC_RS14465,0,0.1598721333970123,46.32,0.476,189,-0.310053
VC_RS14470,1,0.0,48.1,0.486,536,-0.22182800000000005
VC_RS14475,1,0.0,47.52,0.487,224,-0.251339
VC_RS14480,0,0.0795100294139616,47.16,0.469,143,-0.204895
VC_RS14485,0,0.03990353708130446,45.32,0.523,294,-0.31666700000000003
VC_RS14490,0,0.04001171677073485,42.62,0.521,215,0.115349
VC_RS14495,0,0.0795898278143607,48.46,0.53,273,-0.254945
VC_RS14500,0,0.0,41.73,0.541,230,-0.213044
VC_RS14505,0,0.0399570519254556,42.51,0.53,168,-0.105357
VC_RS14510,0,0.0,46.12,0.511,586,0.601024
VC_RS14515,1,0.039632775888905104,56.5,0.477,251,-0.141036
VC_RS14520,1,0.03985609806238659,45.21,0.485,355,-0.33915500000000004
VC_RS14525,0,0.0,48.35,0.51,177,0.709604
VC_RS14530,0,0.0,53.43,0.451,466,-0.392275
VC_RS14535,1,0.23994176965394234,47.78,0.4920000000000001,216,0.035648
VC_RS14540,0,0.04001171677073485,44.82,0.527,88,-0.496591
VC_RS14550,0,0.0,51.42,0.564,276,-0.04529
VC_RS14555,0,0.03984909190407391,46.25,0.515,216,-0.194444
VC_RS14560,0,0.0,49.27,0.536,484,-0.215289
VC_RS14565,0,0.0,59.58,0.539,170,-0.727647
VC_RS14575,0,0.11990801078086485,56.77,0.473,136,0.18603
VC_RS14580,0,0.15951020016505316,57.69,0.448,180,0.063333
VC_RS14585,0,0.07987242666270022,58.96,0.454,392,-0.356123
VC_RS14590,1,0.0,45.29,0.4370000000000001,126,-0.25
VC_RS14595,0,0.0,54.22,0.467,257,-0.137354
VC_RS14600,1,0.0,56.99,0.467,379,1.058839
VC_RS14605,1,0.03960649233265713,51.11,0.474,636,-0.106447
VC_RS14610,1,0.0,51.13,0.491,557,-0.214542
VC_RS14615,1,0.0399570519254556,51.81,0.489,378,-0.160847
VC_RS14620,1,0.040105017396712336,55.58,0.487,115,-0.549565
VC_RS14625,0,0.0,40.12,0.458,144,-0.379167
VC_RS14630,1,0.0,51.16,0.494,239,-0.382427
VC_RS14635,0,0.12029433314492148,56.51,0.391,145,-0.393103
VC_RS14640,0,0.04005934570569262,,0.522,30,1.266667
VC_RS14650,0,0.12013876840778355,51.85,0.479,126,-0.353175
VC_RS14655,0,0.439540567692348,49.26,0.513,435,-0.125977
VC_RS14660,1,0.0399157948095976,53.23,0.494,207,-0.519324
VC_RS14670,1,0.040069227019096126,56.41,0.459,383,-0.52141
VC_RS14675,1,0.0,51.65,0.519,326,-0.5315949999999999
VC_RS14685,1,0.040035383613120486,47.91,0.413,176,-0.2625
VC_RS14690,1,0.0399570519254556,53.76,0.395,223,-0.160987
VC_RS14695,1,0.03985609806238659,55.21,0.391,75,-0.25066700000000003
VC_RS14700,1,0.9999268545275896,43.87,0.457,642,-0.440654
VC_RS14705,1,1.0,46.56,0.477,183,-0.593989
VC_RS14710,1,0.7598212306654778,23.78,0.458,64,-0.8578129999999999
VC_RS14715,1,0.8402724955566025,35.09,0.464,117,-0.4102560000000001
VC_RS14720,0,0.03984909190407391,57.11,0.423,320,-0.440938
VC_RS14725,1,0.0,53.19,0.386,88,-0.377273
VC_RS14730,1,0.0,54.24,0.405,199,0.29346700000000003
VC_RS14735,1,0.039632775888905104,55.89,0.473,55,0.374546
VC_RS14740,1,0.0399157948095976,39.89,0.423,108,0.073148
VC_RS14745,1,0.0,57.4,0.451,48,0.304167
VC_RS14750,1,0.0,37.65,0.456,60,0.656667
VC_RS14755,1,0.0,52.59,0.454,83,-0.8204819999999999
VC_RS14760,1,0.0,59.86,0.524,49,0.312245
VC_RS14765,1,0.0,57.09,0.403,143,-0.321678
VC_RS14770,1,0.0,52.73,0.408,209,-0.211962
VC_RS14775,0,0.0,53.39,0.513,50,-0.078
VC_RS14780,1,0.0,51.85,0.428,250,0.0004
VC_RS14785,1,0.0,43.94,0.418,59,0.018644
VC_RS14790,1,0.0,39.45,0.444,60,0.873333
VC_RS14795,1,0.0,44.88,0.4,125,0.5776
VC_RS14800,1,0.0,37.51,0.461,60,0.665
VC_RS14805,1,0.080258949531801,54.29,0.45,60,0.29
VC_RS14810,1,0.08041986646513173,59.6,0.361,225,-0.343556
VC_RS14815,1,0.03990353708130446,47.92,0.387,402,-0.385821
VC_RS14820,1,0.040006728335332496,53.39,0.383,234,-0.461966
VC_RS14825,1,0.0,37.97,0.384,112,1.070535
VC_RS14830,0,0.0,54.47,0.397,105,-0.468571
VC_RS14835,0,0.0,51.7,0.4,80,-0.29375
VC_RS14840,1,0.03984909190407391,61.0,0.414,128,-0.350781
VC_RS14845,1,0.0,38.58,0.45,37,0.908108
VC_RS14850,1,0.0,37.33,0.34700000000000003,73,-0.494521
VC_RS14855,0,0.0,48.4,0.417,52,0.421154
VC_RS14860,1,0.0,58.44,0.433,178,-0.372472
VC_RS14865,1,0.03984909190407391,47.21,0.431,171,-0.308187
VC_RS14870,0,0.0,57.1,0.434,165,-0.314545
VC_RS14875,0,0.0,56.96,0.426,90,0.04
VC_RS14880,1,0.0,42.83,0.48,41,0.056097
VC_RS14885,1,0.0,,0.5,12,1.516666
VC_RS14890,1,0.0,52.63,0.34700000000000003,148,-0.5891890000000001
VC_RS14895,0,0.20049647659228376,53.51,0.39,89,-0.392135
VC_RS14900,0,0.12000814771352107,61.0,0.435,92,-0.213043
VC_RS14905,1,0.0,46.11,0.453,92,0.536957
VC_RS14915,1,0.0,,0.424,33,0.675758
VC_RS14920,1,0.0,52.69,0.417,128,-0.110938
VC_RS14925,1,0.0,52.59,0.454,83,-0.8204819999999999
VC_RS14930,1,0.0,59.86,0.524,49,0.312245
VC_RS14935,1,0.0,43.03,0.408,80,-0.5775
VC_RS14940,1,0.0,52.92,0.449,92,0.45
VC_RS18630,1,0.0,,0.528,12,1.925
VC_RS14950,1,0.039986421477662126,50.32,0.411,155,-0.079355
VC_RS14955,1,0.0,49.48,0.362,220,-0.082273
VC_RS18635,1,0.0,44.61,0.468,42,0.592857
VC_RS14960,1,0.0798183889005099,61.0,0.413,88,-0.5375
VC_RS14965,1,0.0,61.0,0.42,81,-0.619753
VC_RS14970,1,0.0,49.2,0.301,264,0.235227
VC_RS18640,1,0.0,47.0,0.43,38,0.923684
VC_RS18645,1,0.0,39.82,0.413,42,-0.097619
VC_RS14975,1,0.0,37.65,0.456,60,0.656667
VC_RS14980,1,0.0,52.98,0.42,334,-0.15
VC_RS14985,1,0.040105017396712336,46.72,0.406,119,-0.227731
VC_RS14990,1,0.03997727430958368,50.41,0.459,77,0.497403
VC_RS14995,1,0.0399157948095976,51.9,0.391,168,-0.5636899999999999
VC_RS15000,1,0.0,52.69,0.417,128,-0.110938
VC_RS15005,1,0.0,50.33,0.443,67,-0.17164200000000002
VC_RS15010,1,0.040265934330043086,52.59,0.454,83,-0.8204819999999999
VC_RS15015,1,0.0,59.86,0.524,49,0.312245
VC_RS15020,1,0.0,46.23,0.374,141,-0.01844
VC_RS15025,1,0.040105017396712336,49.41,0.383,207,-0.275362
VC_RS15030,1,0.08030822400353589,48.73,0.415,159,0.00566
VC_RS18650,1,0.0,40.82,0.456,38,0.952632
VC_RS15035,1,0.0,50.63,0.416,137,-0.4175180000000001
VC_RS15045,0,0.0,54.25,0.388,92,-0.227174
VC_RS15050,0,0.0,46.29,0.433,94,-0.946809
VC_RS15055,1,0.04004768271760541,49.0,0.419,171,-0.292982
VC_RS15060,1,0.040006728335332496,51.43,0.392,198,0.017172
VC_RS15065,1,0.0,37.65,0.456,60,0.656667
VC_RS15070,1,0.1202576730363054,54.04,0.399,157,-0.402548
VC_RS15075,1,0.0,32.51,0.417,36,1.225
VC_RS15080,1,0.0,49.51,0.423,208,0.8644229999999999
VC_RS15085,1,0.11993642256433627,48.56,0.369,232,-0.333621
VC_RS15090,1,0.039632775888905104,61.0,0.447,38,0.876316
VC_RS15095,1,0.03984909190407391,50.32,0.452,59,0.462712
VC_RS15100,1,0.0,61.0,0.407,131,-0.452672
VC_RS15105,0,0.04001171677073485,56.56,0.431,99,-0.510101
VC_RS15110,0,0.0399570519254556,61.0,0.421,80,-0.52625
VC_RS15115,1,0.0,52.01,0.35100000000000003,192,-0.33229200000000003
VC_RS15120,1,0.0,41.68,0.444,36,0.85
VC_RS15125,1,0.040265934330043086,48.75,0.302,227,0.194273
VC_RS15130,1,0.0800249570271891,53.19,0.386,88,-0.377273
VC_RS15140,1,0.07989677462167931,46.44,0.376,311,-0.171704
VC_RS15145,1,0.0,43.92,0.449,46,0.5521739999999999
VC_RS15150,1,0.07963164184225431,51.98,0.379,340,-0.462353
VC_RS15155,1,0.0,50.77,0.379,168,0.531547
VC_RS15160,0,0.07985482156689103,53.06,0.431,231,-0.212554
VC_RS15165,0,0.0,55.83,0.445,392,-0.5875
VC_RS15170,1,0.07992136061386769,48.53,0.35200000000000004,335,-0.188955
VC_RS15180,1,0.0,43.37,0.435,92,0.6130439999999999
VC_RS15185,1,0.0,54.71,0.404,118,0.423729
VC_RS15195,1,0.1201747443413986,53.72,0.41,131,0.438931
VC_RS15200,1,0.11951072846529873,53.88,0.412,178,-0.382022
VC_RS15205,1,0.03997727430958368,42.1,0.475,59,0.647458
VC_RS15210,1,0.0399988659533492,47.59,0.43,141,-0.319149
VC_RS15215,1,0.03997727430958368,48.96,0.42,115,0.793043
VC_RS15220,1,0.0,55.07,0.405,97,-0.735051
VC_RS18720,1,0.0,31.7,0.495,31,1.096774
VC_RS15230,0,0.0399157948095976,54.47,0.397,105,-0.468571
VC_RS15235,0,0.07997276410040059,51.7,0.4,80,-0.29375
VC_RS15240,1,0.0,49.25,0.413,168,-0.167262
VC_RS15245,1,0.11954304130554208,46.64,0.361,217,-0.082949
VC_RS15250,1,0.0,43.63,0.468,72,0.356944
VC_RS15255,1,0.0,49.21,0.468,77,0.532467
VC_RS15265,1,0.0,45.52,0.368,95,-0.608421
VC_RS15270,1,0.11997885701623826,40.91,0.425,105,-0.130476
VC_RS15275,1,0.0,39.41,0.444,63,0.419048
VC_RS18655,1,0.0,,0.431,41,0.526829
VC_RS18660,1,0.0,,0.5,12,1.708333
VC_RS15285,1,0.11985781858312408,57.65,0.428,246,0.014228
VC_RS15290,1,0.03960649233265713,56.8,0.423,276,-0.238768
VC_RS15295,1,0.0,46.72,0.38,129,0.389922
VC_RS15300,1,0.04004768271760541,52.19,0.361,291,-0.042268
VC_RS15305,1,0.0,61.0,0.395,151,-0.400662
VC_RS18665,1,0.0,,0.495,31,0.8096770000000001
VC_RS15310,1,0.0,51.62,0.409,137,-0.39927
VC_RS15315,1,0.08012203239242968,54.66,0.424,144,-0.058333
VC_RS18670,1,0.0,39.71,0.412,85,1.238824
VC_RS15320,1,0.0,61.0,0.458,56,0.466071
VC_RS15325,1,0.03995229230676671,40.8,0.353,206,0.023301
VC_RS15330,1,0.04005934570569262,48.67,0.429,171,-0.329825
VC_RS15335,1,0.0,34.97,0.439,60,0.353333
VC_RS15340,1,0.0,60.76,0.388,67,0.5477609999999999
VC_RS15345,1,0.08033516134913922,50.84,0.375,152,-0.213158
VC_RS15350,1,0.0,46.76,0.417,120,-0.189167
VC_RS15355,1,0.040105017396712336,37.5,0.44,28,0.5821430000000001
VC_RS15360,1,0.0,53.76,0.446,59,0.391525
VC_RS15365,1,0.11974780212302208,44.02,0.34600000000000003,217,0.635945
VC_RS15370,1,0.08012322913152466,53.54,0.425,131,-0.474046
VC_RS15375,1,0.0,42.36,0.406,119,-0.247899
VC_RS15380,1,0.0,53.39,0.458,107,0.621495
VC_RS15385,1,0.0,58.44,0.433,178,-0.372472
VC_RS15390,1,0.03960649233265713,37.06,0.461,60,0.525
VC_RS15395,1,0.039986421477662126,56.73,0.413,251,0.11035899999999997
VC_RS15400,1,0.0,57.77,0.417,131,0.338931
VC_RS15405,1,0.0,56.39,0.397,141,0.096454
VC_RS15410,1,0.03995229230676671,41.71,0.4370000000000001,93,-0.160215
VC_RS15415,1,0.03985609806238659,49.69,0.465,119,-0.256302
VC_RS15420,1,0.0399157948095976,50.35,0.452,107,0.65514
VC_RS15425,1,0.0,51.44,0.415,131,-0.460305
VC_RS15435,1,0.04031606029543705,40.49,0.374,73,-0.5
VC_RS15440,0,0.0,51.13,0.417,52,0.296154
VC_RS15445,1,0.0,47.66,0.376,141,-0.01844
VC_RS15450,1,0.0,44.75,0.472,77,0.325974
VC_RS15455,1,0.0,49.83,0.412,131,0.350382
VC_RS15460,1,0.0,53.85,0.4370000000000001,129,-0.093023
VC_RS15465,1,0.0399157948095976,54.43,0.35700000000000004,285,-0.315789
VC_RS15470,1,0.0,36.92,0.469,59,0.401695
VC_RS15475,1,0.039632775888905104,49.7,0.394,171,-0.249123
VC_RS15485,1,0.07989871021894819,52.97,0.419,334,-0.151198
VC_RS15490,1,0.04004768271760541,52.8,0.338,148,0.271622
VC_RS15495,1,0.03960649233265713,54.16,0.362,309,-0.238188
VC_RS15500,1,0.0,31.78,0.435,36,1.269444
VC_RS15505,1,0.0,56.95,0.399,158,-0.159494
VC_RS15510,1,0.040006728335332496,48.33,0.421,171,-0.337427
VC_RS15515,0,0.03984909190407391,50.35,0.413,96,-0.521875
VC_RS15520,0,0.12090312092194275,53.87,0.455,82,0.196342
VC_RS15525,1,0.159702561869837,43.68,0.343,217,-0.386175
VC_RS15530,1,0.04004768271760541,47.6,0.378,141,-0.01844
VC_RS15535,1,0.0,55.46,0.41,131,-0.39313
VC_RS15540,1,0.0,49.96,0.369,176,-0.08920399999999999
VC_RS15545,1,0.0,50.7,0.331,166,0.15
VC_RS15555,0,0.040105017396712336,50.85,0.35700000000000004,154,-0.631818
VC_RS15565,1,0.0,53.8,0.415,192,0.026042000000000003
VC_RS15570,1,0.040265934330043086,61.0,0.458,56,0.305357
VC_RS15575,1,0.03999047012460937,46.77,0.343,204,-0.434804
VC_RS15580,1,0.03990353708130446,48.96,0.3720000000000001,285,-0.214035
VC_RS15585,1,0.0,47.64,0.423,183,-0.206557
VC_RS15590,1,0.0,60.76,0.388,67,0.5477609999999999
