,strand_lead,geptop,Nc,GC,L_aa,Gravy
ATU_RS00955,0,0.0,43.55,0.5920000000000001,348,1.006609
ATU_RS00960,0,0.0,39.09,0.575,156,0.151282
ATU_RS00965,1,0.0,42.52,0.57,354,-0.230791
ATU_RS00970,0,0.0,51.25,0.584,356,-0.088202
ATU_RS00975,0,0.0,53.38,0.532,367,0.613896
ATU_RS00980,0,0.0,36.7,0.606,498,-0.063454
ATU_RS00985,1,0.0,54.37,0.5379999999999999,96,-0.007292
ATU_RS00990,1,0.0,44.19,0.611,293,-0.163481
ATU_RS00995,1,0.03657763412476557,45.22,0.603,305,0.942295
ATU_RS01000,1,0.07360800830318051,42.11,0.565,368,0.74375
ATU_RS01005,1,0.0,47.3,0.599,114,0.101754
ATU_RS01010,1,0.03685673256890983,40.72,0.623,283,-0.102827
ATU_RS01015,1,0.0,49.91,0.585,119,-0.452941
ATU_RS01020,1,0.11068433397677337,38.97,0.581,434,-0.332258
ATU_RS01025,0,0.0,42.41,0.606,464,-0.047845
ATU_RS01030,1,0.0,46.59,0.609,274,-0.456569
ATU_RS01035,0,0.03676387168701842,47.6,0.568,328,0.121646
ATU_RS01040,0,0.07475254448511852,49.92,0.55,334,0.263473
ATU_RS01045,0,0.0,44.57,0.5870000000000001,491,-0.271691
ATU_RS01050,0,0.037242022558024286,46.48,0.575,427,0.024824
ATU_RS01055,0,0.037239010291371104,46.4,0.603,230,-0.249565
ATU_RS01060,0,0.0,48.3,0.569,527,-0.162619
ATU_RS01065,0,0.0,45.65,0.59,268,0.101119
ATU_RS01070,0,0.0,59.35,0.482,170,1.428824
ATU_RS01075,0,0.0,30.64,0.5710000000000001,63,0.463492
ATU_RS01080,1,0.0,43.38,0.583,127,-0.015747999999999998
ATU_RS01090,0,0.0,44.33,0.568,101,-0.479208
ATU_RS01095,1,0.0,41.35,0.584,149,0.687919
ATU_RS01100,1,0.0,47.1,0.595,232,-0.132328
ATU_RS01105,1,0.0,54.26,0.511,62,-0.5580649999999999
ATU_RS01110,1,0.0,39.2,0.621,365,-0.52
ATU_RS01115,0,0.0,41.15,0.645,291,1.017869
ATU_RS01120,1,0.0,47.1,0.624,462,0.108658
ATU_RS01125,1,0.0,40.45,0.6409999999999999,105,-0.44381
ATU_RS01130,0,0.0,45.89,0.583,152,-0.026316000000000003
ATU_RS01135,1,0.03685673256890983,47.52,0.621,297,0.012458
ATU_RS01140,0,0.0,43.82,0.601,258,-0.345737
ATU_RS01145,1,0.0,45.64,0.563,135,-0.057778
ATU_RS01150,0,0.11107185680992834,36.49,0.596,612,-0.160948
ATU_RS01155,0,0.036591290167377666,49.58,0.612,289,-0.151903
ATU_RS01160,0,0.0,48.75,0.564,201,-0.459204
ATU_RS01165,1,0.0,36.21,0.5760000000000001,133,-0.429323
ATU_RS01170,1,0.0,47.45,0.608,192,-0.198959
ATU_RS01175,1,0.0,35.69,0.638,172,-0.058721
ATU_RS01180,0,0.0,45.11,0.613,357,-0.128571
ATU_RS01185,1,0.0,48.1,0.59,363,0.4774100000000001
ATU_RS01190,0,0.0,35.43,0.589,367,-0.202452
ATU_RS01195,0,0.0,50.66,0.5579999999999999,157,-0.179618
ATU_RS01200,1,0.0,41.08,0.601,327,-0.051988
ATU_RS01205,0,0.0,38.6,0.593,204,-0.16176500000000002
ATU_RS01210,0,0.0,38.98,0.611,262,-0.150763
ATU_RS01215,1,0.925023657106845,44.44,0.545,178,-0.673596
ATU_RS01220,1,0.7024826476816626,38.98,0.5670000000000001,67,-0.470149
ATU_RS01225,1,0.7773301518764021,32.0,0.595,134,-0.5865670000000001
ATU_RS01230,1,0.03728830221954841,47.66,0.5820000000000001,292,-0.25411
ATU_RS01235,1,0.9625097192542744,34.12,0.606,360,-0.30027800000000004
ATU_RS01240,1,0.9261696995412512,37.72,0.614,807,-0.118835
ATU_RS01245,0,0.03685673256890983,42.19,0.596,333,-0.059159
ATU_RS01250,1,0.0,45.01,0.617,296,-0.041554
ATU_RS01255,0,0.03685673256890983,45.11,0.574,147,-0.554422
ATU_RS01260,0,0.0,41.12,0.581,316,-0.068038
ATU_RS01265,0,0.0,42.44,0.617,327,-0.175535
ATU_RS01270,0,0.07297063273150094,40.94,0.618,186,-0.036022000000000005
ATU_RS01275,1,0.0,46.73,0.579,327,-0.1737
ATU_RS01280,0,0.0,47.49,0.575,117,0.824786
ATU_RS01285,0,0.0,32.6,0.588,80,1.5675
ATU_RS01290,1,0.0,44.15,0.632,532,-0.28627800000000003
ATU_RS01295,0,0.07389254125886219,37.72,0.604,400,-0.08
ATU_RS01300,0,0.0,40.76,0.613,235,-0.056170000000000005
ATU_RS01305,0,0.0,53.23,0.612,166,-0.346988
ATU_RS01310,1,0.0,47.5,0.618,287,0.963066
ATU_RS01315,0,0.0,37.79,0.604,412,-0.16699
ATU_RS01320,0,0.0,42.62,0.612,158,-0.092405
ATU_RS01325,0,0.07310317327111121,43.28,0.565,115,-0.352174
ATU_RS26505,1,0.0,29.05,0.594,55,0.02
ATU_RS01330,0,0.0,50.89,0.5760000000000001,238,-0.223529
ATU_RS01335,1,0.0,52.26,0.556,192,0.082813
ATU_RS01340,1,0.0,48.0,0.586,162,0.819136
ATU_RS01345,0,0.5184668160986969,37.05,0.613,525,-0.033143
ATU_RS01350,0,0.11074630485407087,47.33,0.594,212,0.287264
ATU_RS01355,0,0.11078027732600057,41.21,0.586,149,0.005369
ATU_RS01360,0,0.0,49.78,0.564,150,0.904
ATU_RS01365,0,0.03690370778468932,43.62,0.629,364,-0.12884600000000002
ATU_RS01370,0,0.03685673256890983,43.22,0.593,373,-0.204558
ATU_RS01375,0,0.037131586421588834,45.24,0.626,507,-0.34714
ATU_RS01380,0,0.0,34.6,0.593,425,-0.27553
ATU_RS01385,0,0.0,46.93,0.612,429,-0.444988
ATU_RS01390,0,0.0,41.42,0.585,122,0.110655
ATU_RS01395,0,0.03700381065503087,45.74,0.586,290,-0.106207
ATU_RS01400,0,0.0,45.16,0.619,383,-0.332898
ATU_RS01405,0,0.15091961948267854,43.69,0.603,230,-0.450435
ATU_RS01410,1,0.15000038772296198,45.27,0.585,268,1.091418
ATU_RS26510,0,0.0,56.44,0.627,51,1.0
ATU_RS01415,0,0.07381422097029933,39.43,0.604,326,0.096319
ATU_RS01420,0,0.03751052192709423,47.06,0.5820000000000001,95,-0.28947399999999995
ATU_RS01425,0,0.22371550447157948,39.22,0.628,235,0.138298
ATU_RS01430,0,0.0,44.53,0.618,198,-0.275252
ATU_RS01435,0,0.0,43.94,0.5579999999999999,197,-0.006599
ATU_RS01440,0,0.9261475935691096,36.38,0.598,372,-0.10457
ATU_RS01445,1,0.03685673256890983,41.19,0.633,313,-0.064217
ATU_RS01450,1,0.11025886963908542,48.64,0.604,122,-0.222951
ATU_RS01455,1,0.11136505704310423,49.48,0.616,186,0.138172
ATU_RS01460,1,0.03707294416852496,33.5,0.569,432,-0.237037
ATU_RS01465,1,0.0,39.2,0.544,293,0.830375
ATU_RS01470,1,0.07246579769943162,43.69,0.563,280,0.731429
ATU_RS01475,1,0.03624644070220138,39.06,0.614,366,-0.063934
ATU_RS01480,1,0.03682890457912008,41.32,0.612,170,-0.089412
ATU_RS01485,1,0.1123884334029242,37.0,0.596,319,-0.355486
ATU_RS01490,1,0.07392967673743478,41.94,0.6409999999999999,510,0.150588
ATU_RS01495,0,0.07383331272540196,42.03,0.608,322,0.045031
ATU_RS01500,0,0.037111365809219435,43.73,0.605,205,1.0078049999999998
ATU_RS01505,0,0.4086260237666001,38.08,0.624,156,-0.139103
ATU_RS01510,1,0.03685673256890983,35.54,0.61,527,-0.216698
ATU_RS01515,1,0.667767998038297,41.42,0.612,401,0.01172
ATU_RS01520,1,0.03690370778468932,45.37,0.565,124,-0.296774
ATU_RS01525,0,0.0,43.52,0.581,304,0.360197
ATU_RS01530,0,0.3709960369194505,42.58,0.613,524,-0.095611
ATU_RS01535,0,0.5581458225857968,39.33,0.583,258,-0.223256
ATU_RS01540,1,0.03621935699723024,40.41,0.601,298,-0.268121
ATU_RS01545,1,0.1848377919991332,38.79,0.616,257,0.144358
ATU_RS01550,1,0.5560744538793216,35.18,0.629,88,-0.442045
ATU_RS01555,1,0.8527655842832029,44.63,0.5920000000000001,520,-0.230385
ATU_RS01560,0,0.03802117890692017,41.71,0.614,399,-0.298747
ATU_RS01565,0,0.0,39.96,0.609,214,-0.304206
ATU_RS01570,0,0.07462188773631367,37.32,0.602,238,-0.254622
ATU_RS01575,1,0.14608640195535988,42.8,0.595,363,-0.14820999999999998
ATU_RS01580,1,0.7038391599486026,39.71,0.602,211,-0.572512
ATU_RS01585,0,0.1108470185945516,45.55,0.588,153,0.071896
ATU_RS01590,0,0.03682890457912008,48.86,0.56,190,-0.461579
ATU_RS01595,0,0.11062145033870067,46.14,0.588,514,-0.289883
ATU_RS01600,0,0.5943858484302057,42.66,0.605,261,-0.151341
ATU_RS01605,0,0.29963752350700884,49.06,0.569,187,-0.179679
ATU_RS01610,0,0.11324191794828667,42.92,0.56,221,-0.13936700000000002
ATU_RS01615,1,0.11144282947808168,45.27,0.578,317,0.016404
ATU_RS01620,1,0.07279699112199582,37.76,0.59,100,-0.586
ATU_RS01625,1,0.0,44.7,0.599,113,0.406195
ATU_RS01630,1,0.03685673256890983,45.82,0.619,377,-0.315119
ATU_RS01635,1,0.0,38.96,0.615,286,-0.032867
ATU_RS01640,1,0.5947486842019489,38.88,0.564,162,0.8450620000000001
ATU_RS01645,1,0.0,43.3,0.614,746,-0.051206
ATU_RS01650,1,0.0,40.55,0.578,293,-0.184642
ATU_RS01655,1,0.03685673256890983,42.35,0.613,904,-0.015708
ATU_RS01660,1,0.0,36.97,0.601,942,-0.23121
ATU_RS01665,1,0.5213460322047129,42.92,0.601,529,0.80397
ATU_RS01670,1,0.036888837974891266,44.83,0.5920000000000001,134,-0.309701
ATU_RS01675,1,0.851431510214626,34.07,0.6,354,-0.100565
ATU_RS01680,1,0.0,41.94,0.616,163,-0.146012
ATU_RS01685,1,0.11110562274950277,38.93,0.594,187,0.02246
ATU_RS01690,1,0.7785563798443607,46.41,0.644,222,0.17973
ATU_RS01695,1,0.03685673256890983,48.21,0.593,164,-0.145732
ATU_RS01700,1,0.2600065442400354,40.63,0.563,142,-0.652113
ATU_RS01705,1,0.5538926407640264,41.0,0.622,264,0.317424
ATU_RS01710,1,0.07316892429214324,44.36,0.591,467,-0.362098
ATU_RS01715,1,0.07431137562001237,38.89,0.618,351,-0.192877
ATU_RS01720,1,0.6294302061319264,47.9,0.5539999999999999,168,-0.236905
ATU_RS01725,1,0.14619841006324102,44.95,0.604,380,-0.427105
ATU_RS01730,1,0.3361102373219073,48.71,0.599,529,0.48431
ATU_RS01735,1,0.07431137562001237,47.18,0.5539999999999999,139,-0.32518
ATU_RS01740,1,0.8890124045898096,36.94,0.613,420,-0.313333
ATU_RS01745,1,0.11049917406914987,41.91,0.5920000000000001,232,-0.584483
ATU_RS01750,0,0.03771021711427229,42.47,0.618,299,0.245819
ATU_RS01755,0,0.0,42.68,0.601,397,-0.25063
ATU_RS01760,1,0.5931514993100747,35.45,0.5760000000000001,170,-0.022353
ATU_RS01765,1,0.8139220360570241,42.86,0.6409999999999999,311,-0.018971
ATU_RS01770,1,0.11010698392614207,46.96,0.627,266,-0.47594
ATU_RS01775,0,0.0,42.32,0.604,198,1.096465
ATU_RS01780,0,0.4485707868633349,43.37,0.626,398,-0.129146
ATU_RS01785,0,0.4479322489364427,34.96,0.606,284,-0.071479
ATU_RS01790,1,0.0,41.16,0.585,286,-0.259091
ATU_RS01795,1,0.0,41.36,0.61,775,-0.06425800000000001
ATU_RS01800,0,0.0,40.27,0.602,314,0.06114600000000001
ATU_RS01805,1,0.0,48.56,0.56,141,-0.373759
ATU_RS01810,1,0.0,42.59,0.5529999999999999,85,-0.244706
ATU_RS01815,0,0.0,39.63,0.635,198,-0.8151520000000001
ATU_RS01820,0,0.0,38.71,0.5670000000000001,237,-0.187342
ATU_RS01825,1,0.0,45.78,0.611,305,0.903279
ATU_RS01830,0,0.22396184402481395,42.0,0.578,294,0.244558
ATU_RS01835,1,0.03707294416852496,42.97,0.621,125,-0.18
ATU_RS01840,0,0.8512384323467053,40.62,0.598,217,-0.248387
ATU_RS01845,0,0.7778046855635801,38.38,0.585,599,-0.053755999999999984
ATU_RS01850,0,0.44545928473923774,51.62,0.5720000000000001,127,-0.8881889999999999
ATU_RS01855,0,0.7030281719425736,26.26,0.652,45,-0.882222
ATU_RS01860,1,0.0,39.7,0.619,682,-0.225513
ATU_RS01865,1,0.07538791864866416,40.43,0.621,472,0.14385599999999998
ATU_RS01875,1,0.0,50.45,0.583,270,-0.016296
ATU_RS01880,1,0.0,38.55,0.638,381,-0.123622
ATU_RS01885,1,0.03624644070220138,40.73,0.6,308,0.7412340000000001
ATU_RS01890,1,0.0,41.24,0.593,273,0.877656
ATU_RS01895,1,0.0,34.35,0.598,430,-0.23814
ATU_RS01900,1,0.07414503478845824,39.09,0.591,266,-0.005263
ATU_RS01905,1,0.03685673256890983,40.92,0.594,498,-0.013052
ATU_RS01910,1,0.0,45.23,0.602,440,-0.149545
ATU_RS01915,1,0.0,39.49,0.609,345,-0.003478
ATU_RS01920,1,0.07435338836724374,38.2,0.607,345,-0.130145
ATU_RS01925,1,0.14920929953969544,42.6,0.579,232,0.044827
ATU_RS01930,1,0.0,43.73,0.615,308,0.124675
ATU_RS01935,1,0.0,45.49,0.601,321,-0.073209
ATU_RS01940,1,0.0,44.84,0.585,242,-0.22438
ATU_RS01945,0,0.4413771456504117,38.85,0.606,541,-0.039741000000000005
ATU_RS01950,0,0.03685673256890983,39.82,0.589,570,-0.003684
ATU_RS01955,1,0.0,45.84,0.6,349,-0.090258
ATU_RS01960,1,0.0,38.46,0.589,338,-0.08787
ATU_RS01965,1,0.0,43.98,0.633,558,0.653763
ATU_RS01970,1,0.0,39.19,0.59,729,-0.29890300000000003
ATU_RS01975,1,0.0,40.93,0.608,293,-0.226962
ATU_RS01980,1,0.0,43.41,0.569,130,-0.6092310000000001
ATU_RS01985,0,0.0,51.52,0.5920000000000001,80,-0.60375
ATU_RS01990,0,0.0,37.06,0.5579999999999999,52,1.592307
ATU_RS02000,0,0.11031845296178068,42.17,0.617,320,0.130625
ATU_RS02005,1,0.0,45.44,0.62,382,-0.463351
ATU_RS02010,0,0.036591290167377666,41.2,0.564,293,-0.6331060000000001
ATU_RS02015,1,0.037677701534391865,44.37,0.615,422,-0.074408
ATU_RS02020,1,0.0,33.65,0.585,344,0.042442
ATU_RS02025,1,0.07359510082240855,44.16,0.623,494,0.70081
ATU_RS02030,1,0.18478625344230526,38.89,0.61,440,0.508409
ATU_RS02035,1,0.03700381065503087,35.61,0.5760000000000001,271,-0.362731
ATU_RS02040,1,0.2238872823625156,37.02,0.593,241,-0.276349
ATU_RS02045,1,0.14841207200757767,42.1,0.615,227,-0.285903
ATU_RS02050,0,0.03771021711427229,46.0,0.623,177,-0.351412
ATU_RS02055,1,0.18706994559234694,41.11,0.622,399,0.07193
ATU_RS02060,1,0.18688588758963576,37.6,0.611,305,-0.242623
ATU_RS02065,1,0.03685673256890983,38.19,0.628,329,-0.234042
ATU_RS02070,0,0.0,41.0,0.546,130,-0.51
ATU_RS02075,0,0.11169483190483864,34.64,0.605,394,-0.115228
